Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	free ubiquitin chain polymerization (GO:0010994)	2/6	1.029054e-03	2.871921e-02	0	0	5.972289e+01	4.108407e+02	UBE2C;UBE2S
GO_Biological_Process_2021	protein K27-linked ubiquitination (GO:0044314)	2/6	1.029054e-03	2.871921e-02	0	0	5.972289e+01	4.108407e+02	UBE2S;UBE2T
GO_Biological_Process_2021	protein K29-linked ubiquitination (GO:0035519)	2/6	1.029054e-03	2.871921e-02	0	0	5.972289e+01	4.108407e+02	UBE2S;UBE2T
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	3/24	1.034927e-03	2.871921e-02	0	0	1.715238e+01	1.178956e+02	RFC3;LIG1;RPA2
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	9/314	1.383142e-03	3.591061e-02	0	0	3.623941e+00	2.385784e+01	RECQL4;DUT;RFC3;RPS19;TOP1MT;DONSON;RPA2;CLSPN;MCM6
GO_Biological_Process_2021	positive regulation of mitotic cell cycle phase transition (GO:1901992)	4/58	1.431756e-03	3.591061e-02	0	0	8.933153e+00	5.850191e+01	CCND3;RAD51C;UBE2C;CDC25C
GO_Biological_Process_2021	nucleobase biosynthetic process (GO:0046112)	2/7	1.432727e-03	3.591061e-02	0	0	4.777590e+01	3.128450e+02	SHMT2;SHMT1
GO_Biological_Process_2021	mitotic DNA damage checkpoint signaling (GO:0044773)	4/59	1.525941e-03	3.705174e-02	0	0	8.770288e+00	5.687658e+01	FANCD2;DONSON;RPA2;CLSPN
GO_Biological_Process_2021	mismatch repair (GO:0006298)	3/29	1.811792e-03	4.140477e-02	0	0	1.385035e+01	8.744334e+01	LIG1;RPA2;MUTYH
GO_Biological_Process_2021	protein K11-linked ubiquitination (GO:0070979)	3/29	1.811792e-03	4.140477e-02	0	0	1.385035e+01	8.744334e+01	UBE2C;UBE2S;UBE2T
GO_Biological_Process_2021	purine nucleobase metabolic process (GO:0006144)	2/9	2.429101e-03	5.044635e-02	0	0	3.412220e+01	2.054236e+02	SHMT2;SHMT1
GO_Biological_Process_2021	tetrahydrofolate interconversion (GO:0035999)	2/9	2.429101e-03	5.044635e-02	0	0	3.412220e+01	2.054236e+02	SHMT2;SHMT1
GO_Biological_Process_2021	protein K6-linked ubiquitination (GO:0085020)	2/9	2.429101e-03	5.044635e-02	0	0	3.412220e+01	2.054236e+02	UBE2S;UBE2T
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	5/111	2.467132e-03	5.044635e-02	0	0	5.708415e+00	3.427732e+01	CCND3;CCNE1;CCNF;CDC25C;PKMYT1
GO_Biological_Process_2021	double-strand break repair (GO:0006302)	6/164	2.657199e-03	5.293957e-02	0	0	4.611814e+00	2.735029e+01	RECQL4;POLQ;RAD51C;XRCC2;APLF;RPA2
GO_Biological_Process_2021	regulation of organ growth (GO:0046620)	2/10	3.019655e-03	5.586361e-02	0	0	2.985542e+01	1.732395e+02	WWC1;SLC6A4
GO_Biological_Process_2021	serine family amino acid catabolic process (GO:0009071)	2/10	3.019655e-03	5.586361e-02	0	0	2.985542e+01	1.732395e+02	SHMT2;SHMT1
GO_Biological_Process_2021	L-serine metabolic process (GO:0006563)	2/10	3.019655e-03	5.586361e-02	0	0	2.985542e+01	1.732395e+02	SHMT2;SHMT1
GO_Biological_Process_2021	transcription-coupled nucleotide-excision repair (GO:0006283)	4/73	3.332685e-03	6.022084e-02	0	0	6.985861e+00	3.984719e+01	RFC3;LIG1;GPS1;RPA2
GO_Biological_Process_2021	mitotic nuclear division (GO:0140014)	4/74	3.500406e-03	6.067836e-02	0	0	6.885714e+00	3.893786e+01	DSN1;KIF18A;UBE2C;UBE2S
GO_Biological_Process_2021	negative regulation of centrosome duplication (GO:0010826)	2/11	3.670377e-03	6.067836e-02	0	0	2.653681e+01	1.488041e+02	RBM14;CCNF
GO_Biological_Process_2021	nuclear DNA replication (GO:0033260)	2/11	3.670377e-03	6.067836e-02	0	0	2.653681e+01	1.488041e+02	DONSON;MCM6
GO_Biological_Process_2021	tetrahydrofolate metabolic process (GO:0046653)	2/11	3.670377e-03	6.067836e-02	0	0	2.653681e+01	1.488041e+02	SHMT2;SHMT1
GO_Biological_Process_2021	DNA replication initiation (GO:0006270)	3/38	3.958180e-03	6.302661e-02	0	0	1.028416e+01	5.689165e+01	PRIM2;RPA2;MCM6
GO_Biological_Process_2021	protein monoubiquitination (GO:0006513)	3/39	4.261852e-03	6.302661e-02	0	0	9.997980e+00	5.456949e+01	RNF126;UBE2T;RAD18
GO_Biological_Process_2021	DNA recombination (GO:0006310)	3/39	4.261852e-03	6.302661e-02	0	0	9.997980e+00	5.456949e+01	RECQL4;RAD51C;XRCC2
GO_Biological_Process_2021	exit from mitosis (GO:0010458)	2/12	4.380227e-03	6.302661e-02	0	0	2.388193e+01	1.296945e+02	UBE2C;UBE2S
GO_Biological_Process_2021	glycine metabolic process (GO:0006544)	2/12	4.380227e-03	6.302661e-02	0	0	2.388193e+01	1.296945e+02	SHMT2;SHMT1
GO_Biological_Process_2021	positive regulation of ubiquitin protein ligase activity (GO:1904668)	2/12	4.380227e-03	6.302661e-02	0	0	2.388193e+01	1.296945e+02	UBE2C;UBE2S
GO_Biological_Process_2021	protein localization to condensed chromosome (GO:1903083)	2/12	4.380227e-03	6.302661e-02	0	0	2.388193e+01	1.296945e+02	MTBP;ZWILCH
GO_Biological_Process_2021	pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	2/13	5.148179e-03	7.272973e-02	0	0	2.170975e+01	1.143911e+02	DUT;UNG
GO_Biological_Process_2021	protein localization to kinetochore (GO:0034501)	2/14	5.973218e-03	8.165542e-02	0	0	1.989960e+01	1.018953e+02	MTBP;ZWILCH
GO_Biological_Process_2021	protein K63-linked ubiquitination (GO:0070534)	3/44	5.990166e-03	8.165542e-02	0	0	8.776497e+00	4.491492e+01	RNF126;UBE2S;UBE2T
GO_Biological_Process_2021	regulation of double-strand break repair via homologous recombination (GO:0010569)	3/46	6.782456e-03	9.086153e-02	0	0	8.367442e+00	4.178212e+01	POLQ;FUS;RPA2
GO_Biological_Process_2021	negative regulation of release of cytochrome c from mitochondria (GO:0090201)	2/16	7.790562e-03	9.923388e-02	0	0	1.705508e+01	8.279971e+01	NOL3;FXN
GO_Biological_Process_2021	DNA unwinding involved in DNA replication (GO:0006268)	2/16	7.790562e-03	9.923388e-02	0	0	1.705508e+01	8.279971e+01	RECQL4;MCM6
GO_Biological_Process_2021	serine family amino acid metabolic process (GO:0009069)	2/16	7.790562e-03	9.923388e-02	0	0	1.705508e+01	8.279971e+01	SHMT2;SHMT1
GO_Biological_Process_2021	DNA biosynthetic process (GO:0071897)	2/17	8.780902e-03	1.082978e-01	0	0	1.591727e+01	7.537107e+01	RFC3;POLH
GO_Biological_Process_2021	protein localization to chromosome, centromeric region (GO:0071459)	2/17	8.780902e-03	1.082978e-01	0	0	1.591727e+01	7.537107e+01	MTBP;ZWILCH
GO_Biological_Process_2021	signal transduction in response to DNA damage (GO:0042770)	3/52	9.519633e-03	1.155743e-01	0	0	7.340631e+00	3.416622e+01	USP10;DONSON;CLSPN
GO_Biological_Process_2021	DNA strand elongation (GO:0022616)	2/18	9.824397e-03	1.156600e-01	0	0	1.492169e+01	6.898126e+01	RFC3;GINS3
GO_Biological_Process_2021	microtubule depolymerization (GO:0007019)	2/18	9.824397e-03	1.156600e-01	0	0	1.492169e+01	6.898126e+01	KIF18A;KIF24
GO_Biological_Process_2021	mitotic sister chromatid segregation (GO:0000070)	4/102	1.079384e-02	1.229698e-01	0	0	4.911399e+00	2.224264e+01	DSN1;KIF18A;NCAPD2;CEP55
GO_Biological_Process_2021	regulation of centriole replication (GO:0046599)	2/19	1.092010e-02	1.229698e-01	0	0	1.404323e+01	6.343539e+01	PLK4;RBM14
GO_Biological_Process_2021	folic acid metabolic process (GO:0046655)	2/19	1.092010e-02	1.229698e-01	0	0	1.404323e+01	6.343539e+01	SHMT2;SHMT1
GO_Biological_Process_2021	nucleotide-excision repair (GO:0006289)	4/105	1.191025e-02	1.257330e-01	0	0	4.764791e+00	2.110972e+01	RFC3;LIG1;GPS1;RPA2
GO_Biological_Process_2021	base-excision repair, AP site formation (GO:0006285)	2/20	1.206706e-02	1.257330e-01	0	0	1.326238e+01	5.858360e+01	UNG;MUTYH
GO_Biological_Process_2021	regulation of nuclear division (GO:0051783)	2/20	1.206706e-02	1.257330e-01	0	0	1.326238e+01	5.858360e+01	CDC25C;PKMYT1
GO_Biological_Process_2021	folic acid-containing compound metabolic process (GO:0006760)	2/20	1.206706e-02	1.257330e-01	0	0	1.326238e+01	5.858360e+01	SHMT2;SHMT1
GO_Biological_Process_2021	positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	2/20	1.206706e-02	1.257330e-01	0	0	1.326238e+01	5.858360e+01	RAD51C;CDC25C
GO_Biological_Process_2021	protein K48-linked ubiquitination (GO:0070936)	3/57	1.222624e-02	1.257330e-01	0	0	6.659259e+00	2.932851e+01	RNF126;UBE2C;UBE2T
GO_Biological_Process_2021	regulation of cell cycle process (GO:0010564)	4/106	1.229821e-02	1.257330e-01	0	0	4.717838e+00	2.075048e+01	PLK4;CDC25C;PKMYT1;ECT2
GO_Biological_Process_2021	regulation of ubiquitin protein ligase activity (GO:1904666)	2/21	1.326436e-02	1.338494e-01	0	0	1.256373e+01	5.430891e+01	UBE2C;UBE2S
GO_Biological_Process_2021	positive regulation of cell cycle G2/M phase transition (GO:1902751)	2/23	1.580631e-02	1.574552e-01	0	0	1.136604e+01	4.713888e+01	RAD51C;CDC25C
GO_Biological_Process_2021	regulation of translation (GO:0006417)	5/178	1.734810e-02	1.706262e-01	0	0	3.485762e+00	1.413223e+01	TCOF1;NSUN5;SHMT2;SHMT1;YBX1
GO_Biological_Process_2021	purine-containing compound biosynthetic process (GO:0072522)	2/26	1.997424e-02	1.869877e-01	0	0	9.943775e+00	3.891309e+01	SHMT2;SHMT1
GO_Biological_Process_2021	DNA modification (GO:0006304)	2/26	1.997424e-02	1.869877e-01	0	0	9.943775e+00	3.891309e+01	UNG;MUTYH
GO_Biological_Process_2021	positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	2/26	1.997424e-02	1.869877e-01	0	0	9.943775e+00	3.891309e+01	MTBP;CCND3
GO_Biological_Process_2021	hippo signaling (GO:0035329)	2/26	1.997424e-02	1.869877e-01	0	0	9.943775e+00	3.891309e+01	WWC1;AMOTL1
GO_Biological_Process_2021	microtubule polymerization or depolymerization (GO:0031109)	2/27	2.145472e-02	1.984561e-01	0	0	9.545542e+00	3.667217e+01	KIF18A;KIF24
GO_Biological_Process_2021	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	4/128	2.294648e-02	2.076159e-01	0	0	3.876475e+00	1.463211e+01	DSN1;KIF18A;CENPH;ZWILCH
GO_Biological_Process_2021	protein depolymerization (GO:0051261)	2/28	2.297936e-02	2.076159e-01	0	0	9.177943e+00	3.462983e+01	KIF18A;KIF24
GO_Biological_Process_2021	G2/M transition of mitotic cell cycle (GO:0000086)	4/130	2.412338e-02	2.154467e-01	0	0	3.814557e+00	1.420760e+01	PLK4;MELK;CDC25C;PKMYT1
GO_Biological_Process_2021	negative regulation of mRNA catabolic process (GO:1902373)	2/29	2.454733e-02	2.158602e-01	0	0	8.837573e+00	3.276222e+01	FUS;YBX1
GO_Biological_Process_2021	cell cycle G2/M phase transition (GO:0044839)	4/131	2.472530e-02	2.158602e-01	0	0	3.784329e+00	1.400174e+01	PLK4;MELK;CDC25C;PKMYT1
GO_Biological_Process_2021	positive regulation of ubiquitin-protein transferase activity (GO:0051443)	2/31	2.780996e-02	2.390407e-01	0	0	8.227254e+00	2.947299e+01	UBE2C;UBE2S
GO_Biological_Process_2021	negative regulation of apoptotic signaling pathway (GO:2001234)	3/78	2.799576e-02	2.390407e-01	0	0	4.789576e+00	1.712610e+01	RTKN2;NOL3;FXN
GO_Biological_Process_2021	negative regulation of developmental growth (GO:0048640)	2/32	2.950300e-02	2.464928e-01	0	0	7.952610e+00	2.801914e+01	WWC1;SLC6A4
GO_Biological_Process_2021	DNA damage checkpoint signaling (GO:0000077)	2/32	2.950300e-02	2.464928e-01	0	0	7.952610e+00	2.801914e+01	DONSON;CLSPN
GO_Biological_Process_2021	RNA stabilization (GO:0043489)	2/33	3.123613e-02	2.554786e-01	0	0	7.695686e+00	2.667463e+01	FUS;YBX1
GO_Biological_Process_2021	mitotic G2 DNA damage checkpoint signaling (GO:0007095)	2/33	3.123613e-02	2.554786e-01	0	0	7.695686e+00	2.667463e+01	DONSON;CLSPN
GO_Biological_Process_2021	negative regulation of mitochondrion organization (GO:0010823)	2/34	3.300855e-02	2.556806e-01	0	0	7.454819e+00	2.542830e+01	NOL3;FXN
GO_Biological_Process_2021	sister chromatid segregation (GO:0000819)	2/34	3.300855e-02	2.556806e-01	0	0	7.454819e+00	2.542830e+01	DSN1;KIF18A
GO_Biological_Process_2021	transcription by RNA polymerase I (GO:0006360)	2/34	3.300855e-02	2.556806e-01	0	0	7.454819e+00	2.542830e+01	TCOF1;POLR1A
GO_Biological_Process_2021	cellular response to hydrogen peroxide (GO:0070301)	2/35	3.481950e-02	2.556806e-01	0	0	7.228551e+00	2.427042e+01	ECT2;FXN
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	4/146	3.484880e-02	2.556806e-01	0	0	3.381999e+00	1.135248e+01	FUS;YBX1;EXOSC2;TBRG4
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	2/37	3.855394e-02	2.556806e-01	0	0	6.814802e+00	2.218693e+01	RFC3;RPA2
GO_Biological_Process_2021	pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	DUT
GO_Biological_Process_2021	amino-acid betaine biosynthetic process (GO:0006578)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SHMT1
GO_Biological_Process_2021	carnitine biosynthetic process (GO:0045329)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SHMT1
GO_Biological_Process_2021	negative regulation of smooth muscle contraction (GO:0045986)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	DOCK5
GO_Biological_Process_2021	centriole assembly (GO:0098534)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	RBM14
GO_Biological_Process_2021	regulation of integrin biosynthetic process (GO:0045113)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	NOX1
GO_Biological_Process_2021	regulation of lyase activity (GO:0051339)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	FXN
GO_Biological_Process_2021	nuclear retention of pre-mRNA at the site of transcription (GO:0071033)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	EXOSC2
GO_Biological_Process_2021	CRD-mediated mRNA stabilization (GO:0070934)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	YBX1
GO_Biological_Process_2021	de novo centriole assembly (GO:0097742)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	PLK4
GO_Biological_Process_2021	de novo centriole assembly involved in multi-ciliated epithelial cell differentiation (GO:0098535)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	PLK4
GO_Biological_Process_2021	ornithine transport (GO:0015822)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SLC7A6
GO_Biological_Process_2021	DNA replication, synthesis of RNA primer (GO:0006269)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	PRIM2
GO_Biological_Process_2021	regulation of respiratory burst involved in inflammatory response (GO:0060264)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	RPS19
GO_Biological_Process_2021	positive regulation of DNA ligation (GO:0051106)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	APLF
GO_Biological_Process_2021	regulation of vascular associated smooth muscle contraction (GO:0003056)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	DOCK5
GO_Biological_Process_2021	histone H4-K20 methylation (GO:0034770)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SMYD5
GO_Biological_Process_2021	histone H4-K20 trimethylation (GO:0034773)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SMYD5
GO_Biological_Process_2021	positive regulation of mast cell chemotaxis (GO:0060754)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	PGF
GO_Biological_Process_2021	serotonin transport (GO:0006837)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SLC6A4
GO_Biological_Process_2021	serotonin uptake (GO:0051610)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SLC6A4
GO_Biological_Process_2021	L-aspartate transmembrane transport (GO:0070778)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	SLC1A5
GO_Biological_Process_2021	trophoblast giant cell differentiation (GO:0060707)	1/5	4.130415e-02	2.556806e-01	0	0	2.968263e+01	9.459239e+01	PLK4
GO_Biological_Process_2021	regulation of exit from mitosis (GO:0007096)	2/39	4.243346e-02	2.556806e-01	0	0	6.445783e+00	2.036750e+01	UBE2C;UBE2S
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision (GO:0033683)	2/39	4.243346e-02	2.556806e-01	0	0	6.445783e+00	2.036750e+01	RFC3;RPA2
GO_Biological_Process_2021	DNA integrity checkpoint signaling (GO:0031570)	2/39	4.243346e-02	2.556806e-01	0	0	6.445783e+00	2.036750e+01	DONSON;CLSPN
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	4/156	4.275350e-02	2.556806e-01	0	0	3.157895e+00	9.954645e+00	MAPK11;RFC3;RPA2;PIP4K2B
GO_Biological_Process_2021	mitotic spindle organization (GO:0007052)	4/157	4.359514e-02	2.556806e-01	0	0	3.137095e+00	9.827923e+00	DSN1;KIF18A;CENPH;ZWILCH
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	8/468	4.438316e-02	2.556806e-01	0	0	2.105652e+00	6.558886e+00	MYCBP;RPS6KA5;TCOF1;ZNHIT3;FUS;WWC1;MYBL2;YBX1
GO_Biological_Process_2021	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	2/40	4.442578e-02	2.556806e-01	0	0	6.275840e+00	1.954256e+01	USP10;TRIM59
GO_Biological_Process_2021	regulation of release of cytochrome c from mitochondria (GO:0090199)	2/41	4.645220e-02	2.556806e-01	0	0	6.114612e+00	1.876777e+01	NOL3;FXN
GO_Biological_Process_2021	regulation of response to DNA damage stimulus (GO:2001020)	2/41	4.645220e-02	2.556806e-01	0	0	6.114612e+00	1.876777e+01	RPA2;POLH
GO_Biological_Process_2021	negative regulation of cellular response to hypoxia (GO:1900038)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	NOL3
GO_Biological_Process_2021	regulation of cell cycle checkpoint (GO:1901976)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	RPA2
GO_Biological_Process_2021	nuclear cell cycle DNA replication initiation (GO:1902315)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	GINS3
GO_Biological_Process_2021	nuclear polyadenylation-dependent ncRNA catabolic process (GO:0071046)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	EXOSC2
GO_Biological_Process_2021	nuclear polyadenylation-dependent rRNA catabolic process (GO:0071035)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	EXOSC2
GO_Biological_Process_2021	nuclear polyadenylation-dependent tRNA catabolic process (GO:0071038)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	EXOSC2
GO_Biological_Process_2021	regulation of mast cell chemotaxis (GO:0060753)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	PGF
GO_Biological_Process_2021	regulation of membrane tubulation (GO:1903525)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	ATP10A
GO_Biological_Process_2021	positive regulation of centriole replication (GO:0046601)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	PLK4
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	NOL3
GO_Biological_Process_2021	positive regulation of histone phosphorylation (GO:0033129)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	RPS6KA5
GO_Biological_Process_2021	histone-serine phosphorylation (GO:0035404)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	RPS6KA5
GO_Biological_Process_2021	intracellular pH elevation (GO:0051454)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	NOX1
GO_Biological_Process_2021	snoRNA localization (GO:0048254)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	ZNHIT3
GO_Biological_Process_2021	positive regulation of toll-like receptor 7 signaling pathway (GO:0034157)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	TREML4
GO_Biological_Process_2021	tRNA surveillance (GO:0106354)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	EXOSC2
GO_Biological_Process_2021	mitotic DNA replication initiation (GO:1902975)	1/6	4.935919e-02	2.556806e-01	0	0	2.374491e+01	7.143968e+01	GINS3
GO_Biological_Process_2021	mRNA stabilization (GO:0048255)	2/44	5.272900e-02	2.655143e-01	0	0	5.676994e+00	1.670506e+01	FUS;YBX1
GO_Biological_Process_2021	mitotic G2/M transition checkpoint (GO:0044818)	2/45	5.488481e-02	2.655143e-01	0	0	5.544690e+00	1.609357e+01	DONSON;CLSPN
GO_Biological_Process_2021	positive regulation of organelle assembly (GO:1902117)	2/46	5.707129e-02	2.655143e-01	0	0	5.418401e+00	1.551534e+01	PLK4;PIP4K2B
